2,0
3,2
4,3
5,3
6,5
7,8
8,17
9,24
10,55
11,67
12,140
13,255
14,349
15,662
16,1173
17,1856
18,3214
19,5375
20,9196
21,15352
22,24911
23,40603
24,63700
25,96663
26,134141
27,165698
28,169585
29,136235
30,80854
31,34220
32,11085
33,3095
34,918
35,362
36,174
37,130
38,84
39,62
40,50
41,51
42,21
43,47
44,39
45,33
46,25
47,22
48,30
49,32
50,30
51,22
52,29
53,31
54,17
55,28
56,20
57,23
58,26
59,24
60,18
61,30
62,19
63,25
64,24
65,23
66,27
67,28
68,27
69,23
70,25
71,34
72,26
73,39
74,31
75,37
76,38
77,39
78,48
79,43
80,53
81,57
82,53
83,47
84,52
85,68
86,70
87,67
88,65
89,82
90,77
91,92
92,75
93,87
94,124
95,125
96,125
97,166
98,155
99,152
100,193
101,238
102,233
103,231
104,286
105,317
106,334
107,379
108,416
109,461
110,536
111,622
112,630
113,706
114,900
115,905
116,1043
117,1167
118,1381
119,1525
120,1760
121,2091
122,2275
123,2607
124,2980
125,3346
126,3934
127,4524
128,5186
129,6046
130,6690
131,7836
132,8946
133,10305
134,11877
135,13520
136,15389
137,17660
138,19590
139,22358
140,25000
141,27496
142,30179
143,32973
144,35855
145,37765
146,39630
147,40952
148,41741
149,41650
150,40847
151,39651
152,37467
153,35317
154,32621
155,29936
156,27008
157,24567
158,21738
159,19699
160,17700
161,15866
162,14475
163,13104
164,12044
165,10893
166,10190
167,9665
168,9064
169,8720
170,8341
171,8240
172,7733
173,7672
174,7647
175,7561
176,7319
177,7376
178,7417
179,7429
180,7260
181,7391
182,7506
183,7496
184,7603
185,7703
186,7784
187,7904
188,8095
189,8157
190,8191
191,8248
192,8589
193,8699
194,8755
195,8890
196,9148
197,9393
198,9643
199,9703
200,10037
201,10218
202,10318
203,10703
204,10760
205,11349
206,11298
207,11473
208,11795
209,12129
210,12397
211,12789
212,12805
213,13036
214,13320
215,13346
216,13601
217,13875
218,13938
219,14364
220,14256
221,14636
222,14800
223,14868
224,14923
225,15083
226,15217
227,15340
228,15416
229,15405
230,15592
231,15590
232,15439
233,15455
234,15469
235,15883
236,15655
237,15447
238,15435
239,15478
240,15554
241,15383
242,15290
243,15348
244,15014
245,15047
246,14919
247,14931
248,14670
249,14791
250,14655
251,14547
252,14642
253,14336
254,14388
255,14293
256,14152
257,14308
258,14016
259,14306
260,14010
261,13997
262,13932
263,13696
264,13565
265,13838
266,13634
267,13803
268,13728
269,13573
270,13570
271,13634
272,13447
273,13530
274,13426
275,13416
276,13377
277,13608
278,13460
279,13265
280,13303
281,13341
282,13573
283,13374
284,13561
285,13496
286,13383
287,13351
288,13499
289,13486
290,13686
291,13674
292,13355
293,13625
294,13568
295,13591
296,13743
297,13699
298,13591
299,13740
300,13822
301,13760
302,13700
303,13760
304,13891
305,13717
306,13843
307,14028
308,13930
309,13748
310,13932
311,13836
312,14105
313,13879
314,13739
315,13882
316,13839
317,13653
318,13767
319,13906
320,13996
321,13659
322,13887
323,13863
324,13733
325,13729
326,13788
327,13661
328,13940
329,13864
330,13925
331,13609
332,14010
333,13658
334,13880
335,13722
336,13907
337,13754
338,13839
339,13899
340,13973
341,13744
342,13937
343,13713
344,13892
345,13858
346,13853
347,13849
348,13872
349,13859
350,13786
351,13980
352,13915
353,13788
354,13970
355,13936
356,13838
357,13738
358,13791
359,14084
360,13878
361,13673
362,13943
363,13666
364,13685
365,13967
366,13926
367,14017
368,13716
369,13949
370,13784
371,13837
372,13873
373,13847
374,13736
375,13652
376,13919
377,14006
378,13795
379,13711
380,13730
381,13764
382,13695
383,13623
384,13787
385,13739
386,13943
387,13826
388,13713
389,13715
390,13785
391,13610
392,13877
393,14001
394,13762
395,13998
396,13915
397,13724
398,13907
399,13860
400,13778
401,13687
402,13815
403,13862
404,13817
405,13755
406,13793
407,13600
408,13754
409,13915
410,13757
411,13636
412,13515
413,13761
414,13787
415,13875
416,13779
417,13660
418,13774
419,13810
420,13929
421,13815
422,14021
423,13919
424,13857
425,13925
426,13931
427,13851
428,13881
429,13917
430,13862
431,13697
432,13869
433,13813
434,13825
435,13768
436,13844
437,13841
438,13788
439,13782
440,13876
441,13875
442,13707
443,13814
444,13965
445,13798
446,14107
447,13611
448,13614
449,14011
450,13685
451,14062
452,13935
453,13743
454,13969
455,14017
456,13951
457,13849
458,13880
459,13769
460,13767
461,13919
462,13723
463,13769
464,13665
465,13942
466,13769
467,13914
468,13972
469,13755
470,13850
471,13866
472,13965
473,13986
474,14011
475,13801
476,13862
477,13853
478,14008
479,13907
480,14027
481,13804
482,13850
483,13833
484,13846
485,13672
486,13783
487,13694
488,13582
489,13678
490,13749
491,13615
492,13603
493,13567
494,13597
495,13646
496,13704
497,13635
498,13658
499,13487
500,13678
501,13670
502,13656
503,13792
504,13777
505,13745
506,13626
507,13647
508,13913
509,13632
510,13749
511,13795
512,13609
513,13862
514,13667
515,13760
516,13738
517,13735
518,13759
519,13681
520,13656
521,13816
522,13960
523,13752
524,13628
525,13772
526,13993
527,13916
528,13886
529,14007
530,13993
531,13811
532,14002
533,14031
534,13980
535,13936
536,13986
537,14004
538,13943
539,14050
540,13865
541,14107
542,13732
543,13880
544,13995
545,14001
546,13787
547,13872
548,13944
549,13816
550,13653
551,13827
552,13836
553,13900
554,13542
555,13930
556,13683
557,13723
558,13807
559,13979
560,13760
561,13772
562,13921
563,13862
564,13756
565,13851
566,13811
567,13894
568,13550
569,13837
570,13849
571,13695
572,13755
573,13651
574,13757
575,13945
576,13661
577,13870
578,13776
579,13735
580,13915
581,13780
582,13711
583,13770
584,13756
585,13733
586,13594
587,13924
588,13851
589,13719
590,13757
591,13955
592,13794
593,13826
594,14005
595,13743
596,13895
597,13700
598,13824
599,14109
600,13810
601,13747
602,13804
603,13628
604,13995
605,13821
606,13776
607,13714
608,13922
609,13997
610,13894
611,13796
612,13919
613,13643
614,13882
615,13841
616,14045
617,13891
618,14053
619,13680
620,13893
621,13995
622,13768
623,13991
624,13886
625,13962
626,13864
627,13930
628,13907
629,13871
630,13834
631,13726
632,13861
633,13795
634,14006
635,13784
636,13950
637,13797
638,13749
639,13802
640,14048
641,13697
642,13675
643,13898
644,13976
645,13590
646,13744
647,13772
648,13728
649,13879
650,13492
651,13714
652,13878
653,13806
654,13828
655,13738
656,13795
657,13773
658,13743
659,13867
660,13884
661,13855
662,13864
663,13684
664,13982
665,13849
666,13789
667,13986
668,13955
669,13909
670,13807
671,14048
672,13678
673,14033
674,13794
675,13944
676,13835
677,13888
678,13783
679,13932
680,13740
681,13635
682,13774
683,13753
684,13732
685,13657
686,13590
687,13760
688,13738
689,13656
690,13606
691,13736
692,13561
693,13910
694,13429
695,13662
696,13567
697,13706
698,13834
699,13696
700,13723
701,13818
702,13787
703,13814
704,13775
705,13875
706,13681
707,13835
708,13696
709,13579
710,14011
711,13762
712,13784
713,13624
714,13802
715,13689
716,13840
717,13626
718,13874
719,13716
720,13798
721,13654
722,13989
723,13727
724,13628
725,13863
726,13810
727,13782
728,13723
