2,0
4,0
5,1
6,4
7,3
8,6
9,9
10,4
11,23
12,23
13,27
14,52
15,83
16,100
17,170
18,224
19,335
20,466
21,712
22,1030
23,1438
24,2080
25,2912
26,4110
27,5546
28,7316
29,9163
30,10745
31,11810
32,11519
33,9960
34,7603
35,5105
36,3098
37,1796
38,939
39,490
40,286
41,186
42,112
43,57
44,66
45,41
46,18
47,21
48,23
49,16
50,8
51,13
52,9
53,10
54,8
55,7
56,6
57,6
58,7
59,11
60,10
61,6
62,4
63,3
64,8
65,1
66,2
67,2
68,3
69,2
70,4
71,1
72,2
73,1
77,0
78,1
81,0
82,1
83,1
84,2
85,1
86,1
87,1
89,0
90,1
91,2
92,1
93,1
94,1
96,0
97,1
98,2
100,0
101,1
102,1
103,2
104,1
105,2
106,2
107,4
109,0
110,2
113,0
115,0
116,1
118,0
119,4
120,1
123,0
124,1
126,0
128,0
129,2
130,1
131,2
132,3
133,1
135,0
136,1
137,4
138,1
139,2
140,4
141,4
142,2
143,2
144,2
145,4
146,7
147,2
148,2
149,5
150,8
151,2
152,2
153,8
154,7
155,4
156,8
157,6
158,7
159,5
160,15
161,7
162,10
163,13
164,9
165,10
166,12
167,13
168,18
169,21
170,15
171,27
172,23
173,28
174,36
175,34
176,42
177,41
178,65
179,53
180,77
181,82
182,74
183,84
184,125
185,126
186,121
187,141
188,179
189,201
190,235
191,250
192,281
193,375
194,384
195,411
196,519
197,570
198,651
199,744
200,843
201,962
202,1052
203,1200
204,1292
205,1534
206,1745
207,1821
208,2167
209,2310
210,2445
211,2747
212,2967
213,3042
214,3260
215,3255
216,3460
217,3490
218,3477
219,3500
220,3357
221,3210
222,3099
223,3000
224,2710
225,2470
226,2352
227,2134
228,1910
229,1684
230,1527
231,1481
232,1210
233,1122
234,1015
235,900
236,838
237,828
238,724
239,660
240,623
241,536
242,586
243,500
244,465
245,416
246,423
247,406
248,354
249,336
250,322
251,335
252,315
253,259
254,321
255,291
256,260
257,273
258,250
259,255
260,246
261,218
262,228
263,230
264,242
265,217
266,215
267,216
268,203
269,234
270,206
271,181
272,180
273,181
274,194
275,187
276,160
277,164
278,190
279,157
280,175
281,175
282,184
283,176
284,177
285,185
286,177
287,167
288,195
289,175
290,169
291,188
292,206
293,207
294,194
295,176
296,213
297,195
298,211
299,243
300,214
301,216
302,242
303,243
304,250
305,245
306,267
307,253
308,303
309,309
310,277
311,293
312,377
313,314
314,343
315,389
316,394
317,350
318,422
319,465
320,411
321,467
322,480
323,496
324,506
325,496
326,566
327,604
328,609
329,636
330,609
331,667
332,720
333,754
334,726
335,765
336,857
337,921
338,892
339,911
340,943
341,997
342,1049
343,1053
344,1092
345,1071
346,1165
347,1165
348,1203
349,1240
350,1253
351,1238
352,1249
353,1293
354,1281
355,1322
356,1306
357,1387
358,1327
359,1287
360,1379
361,1360
362,1306
363,1340
364,1281
365,1306
366,1332
367,1267
368,1274
369,1249
370,1255
371,1168
372,1228
373,1207
374,1151
375,1127
376,1108
377,1111
378,1101
379,968
380,1009
381,1012
382,928
383,930
384,937
385,853
386,851
387,806
388,849
389,810
390,787
391,753
392,732
393,739
394,736
395,708
396,685
397,678
398,678
399,674
400,687
401,637
402,665
403,633
404,620
405,634
406,583
407,647
408,548
409,561
410,601
411,512
412,559
413,548
414,538
415,571
416,499
417,541
418,540
419,545
420,525
421,517
422,529
423,535
424,521
425,488
426,519
427,517
428,531
429,514
430,512
431,553
432,529
433,526
434,536
435,593
436,548
437,605
438,592
439,604
440,573
441,617
442,597
443,631
444,573
445,590
446,603
447,639
448,612
449,626
450,645
451,661
452,631
453,680
454,694
455,681
456,677
457,672
458,710
459,675
460,676
461,721
462,651
463,698
464,755
465,722
466,741
467,752
468,756
469,737
470,783
471,739
472,767
473,803
474,798
475,828
476,774
477,806
478,809
479,843
480,799
481,842
482,814
483,836
484,835
485,885
486,876
487,851
488,865
489,897
490,871
491,902
492,824
493,906
494,915
495,907
496,934
497,886
498,888
499,969
500,919
501,876
502,894
503,920
504,865
505,914
506,851
507,927
508,851
509,871
510,871
511,902
512,889
513,875
514,825
515,814
516,885
517,881
518,886
519,825
520,838
521,864
522,875
523,799
524,852
525,823
526,865
527,806
528,807
529,826
530,806
531,813
532,814
533,759
534,779
535,770
536,737
537,738
538,759
539,707
540,712
541,746
542,719
543,705
544,720
545,700
546,666
547,668
548,673
549,668
550,677
551,623
552,676
553,631
554,719
555,678
556,617
557,631
558,716
559,597
560,636
561,682
562,643
563,665
564,648
565,651
566,628
567,673
568,637
569,662
570,695
571,654
572,681
573,661
574,679
575,721
576,633
577,701
578,649
579,686
580,679
581,701
582,712
583,714
584,695
585,686
586,741
587,711
588,737
589,706
590,743
591,740
592,793
593,744
594,748
595,802
596,797
597,779
598,812
599,756
600,798
601,838
602,794
603,791
604,794
605,781
606,799
607,802
608,794
609,787
610,785
611,854
612,770
613,798
614,807
615,802
616,797
617,849
618,796
619,815
620,797
621,824
622,801
623,785
624,821
625,828
626,783
627,801
628,823
629,763
630,847
631,758
632,789
633,813
634,783
635,837
636,811
637,761
638,746
639,837
640,824
641,797
642,813
643,800
644,752
645,765
646,808
647,778
648,754
649,768
650,756
651,777
652,777
653,762
654,729
655,815
656,754
657,760
658,784
659,733
660,710
661,718
662,793
663,725
664,803
665,727
666,715
667,688
668,752
669,729
670,733
671,714
672,704
673,731
674,728
675,702
676,695
677,713
678,707
679,731
680,702
681,728
682,720
683,722
684,713
685,778
686,744
687,770
688,663
689,685
690,779
691,724
692,790
693,738
694,729
695,760
696,752
697,721
698,726
699,716
700,750
701,759
702,714
703,745
704,752
705,740
706,730
707,719
708,764
709,732
710,781
711,766
712,776
713,724
714,750
715,778
716,763
717,731
718,731
719,760
720,786
721,807
722,737
723,730
724,806
725,747
726,768
727,778
728,824
